urlid,label
3529,0.08589
3156,0.27307
4604,0.99271
6776,0.88645
10227,0.6526
1545,0.52942
10487,0.1455
993,0.48224
1161,0.99352
7975,0.98171
1591,0.25704
7804,0.98853
5048,0.18795
10454,0.99137
3567,0.02994
5886,0.46799
9937,0.28966
3931,0.80198
9706,0.9995
10193,0.70159
5569,0.99107
9747,0.33355
2217,0.99492
5936,0.135
3885,0.89617
1086,0.163
1799,0.73328
9763,0.84788
3299,0.39026
8268,0.98112
473,0.01552
337,0.9837
9381,0.89245
6426,0.37487
1210,0.29406
4986,0.94052
8285,0.51015
2024,0.59206
245,0.95553
4807,0.37322
2208,0.65501
9835,0.19562
8963,0.72387
9946,0.60294
5230,0.07285
2788,0.38472
674,0.798
1629,0.97573
2300,0.26983
169,0.31181
3575,0.98167
6910,0.31875
1479,0.21171
10498,0.86472
8062,0.96565
9672,0.21654
9467,0.26615
6763,0.58853
8508,0.14415
1034,0.55342
3756,0.18554
9263,0.2625
8141,0.37535
532,0.99996
7022,0.20557
4024,0.34261
3298,0.36828
5641,0.36835
10455,0.49332
5206,0.99443
7005,0.16689
8971,0.30879
8358,0.85855
257,0.29704
78,0.90972
6333,0.64211
7969,0.272
2505,0.7331
2004,0.92549
3748,0.62862
5668,0.55871
365,0.04726
9651,0.26099
2324,0.15997
3902,0.082
9294,0.15516
5377,0.22997
2817,0.99904
7670,0.13595
4755,0.94542
255,0.99439
2714,0.5994
2922,0.55667
5517,0.76062
5157,0.7881
64,0.08227
5300,0.29468
451,0.17455
3941,0.90408
326,0.31623
3757,0.30497
8798,0.7619
2315,0.99983
6755,0.99997
2916,0.66373
7406,0.58569
3703,0.99125
5403,0.56825
622,0.1226
9,0.0857
5848,0.49708
8670,0.25069
1156,0.2722
10179,0.27732
2028,0.99003
3924,0.92974
620,0.03143
1963,0.97397
4537,0.30493
8970,0.33391
3024,0.96676
6140,0.99149
1866,0.09238
4442,0.99073
2312,0.59428
6749,0.59281
459,0.76066
1516,0.69167
8817,0.14456
4912,0.14414
2076,0.14092
10023,0.94955
7684,0.22655
3531,0.17651
6209,0.74783
10508,0.99735
8678,0.88298
3541,0.30035
1208,0.85286
4090,0.81389
1097,0.30189
5099,0.96821
2816,0.49076
4291,0.35455
1409,0.86511
6401,0.02272
4617,0.80724
6111,0.04911
6172,0.99883
10357,0.38738
8465,0.98458
3867,0.10724
9495,0.96938
4348,0.4676
7879,0.49423
9273,0.77038
3252,0.31988
9167,0.51317
2573,0.12892
7395,0.86231
9046,0.18786
1526,0.24786
9339,0.1086
10301,0.99324
7588,0.94495
1104,0.13434
1310,0.3371
6631,0.26932
10475,0.43546
9090,0.22977
1528,0.21062
1657,0.99828
1175,0.12267
1895,0.34421
3864,0.18083
4700,0.24226
3572,0.56742
10507,0.11988
269,0.90925
5744,0.86538
1687,0.16097
3020,0.23761
4974,0.9943
5119,0.84207
1916,0.91885
6687,0.99411
2197,0.70318
8641,0.13605
10073,0.98958
1967,0.27117
4999,0.15862
9816,0.26251
734,0.99002
9665,0.81835
5092,0.99753
2591,0.94248
9877,0.90227
4601,0.99919
7734,0.14783
7185,0.97978
6405,0.44464
7003,0.43445
928,0.0506
6490,0.57059
1586,0.13164
10139,0.97579
1192,0.49976
10526,0.08041
5544,0.90836
8779,0.26163
4497,0.47738
3059,0.99715
2181,0.27295
2303,0.32432
1190,0.87313
1468,0.10474
8771,0.20066
8997,0.854
6365,0.76634
10355,0.30374
3478,0.36766
3764,0.06865
3542,0.24774
4941,0.09358
1840,0.80532
463,0.18255
7407,0.19964
7711,0.5505
6044,0.07031
3750,0.99875
10114,0.223
1332,0.82435
425,0.97918
3479,0.97533
1979,0.54895
2994,0.77936
207,0.54305
5820,0.9874
9187,0.68986
5423,0.98987
2743,0.00228
2902,0.97379
9126,0.9337
7903,0.44722
4100,0.70185
3578,0.84386
6061,0.47959
5081,0.19747
4575,0.10175
6695,0.83701
5960,0.00142
10186,0.19512
6795,0.65946
10022,0.41509
5841,0.8031
7481,0.14449
9331,0.10246
400,0.99606
6907,0.54438
10393,0.98
3709,0.97387
4726,0.99564
3007,0.11364
4723,0.31035
597,0.17781
1810,0.8043
4131,0.56846
4697,0.73951
8838,0.90274
5956,0.03743
4196,0.71856
63,0.9488
1714,0.19432
904,0.47222
9715,0.97298
4,0.25839
5462,0.62176
259,0.31285
5418,0.188
6849,0.06188
9893,0.1769
10003,0.98352
4976,0.09867
7611,0.97854
900,0.09652
3746,0.87903
3893,0.18287
2966,0.10953
9667,0.8235
9734,0.1664
8123,0.18172
8470,0.98549
4058,0.25089
4623,0.98228
3782,0.21463
7966,0.57385
6003,0.76242
2168,0.57926
422,0.32235
6381,0.43266
1136,0.89449
3443,0.42214
2214,0.62048
9973,0.99755
1593,0.43716
5474,0.84428
812,0.99697
4703,0.16082
4294,0.99003
10021,0.13927
395,0.14838
3237,0.62154
9099,0.38423
2401,0.09147
10371,0.14449
3420,0.81527
3460,0.97563
9088,0.34006
5995,0.99202
3084,0.9894
3595,0.1415
9524,0.99804
167,0.42922
9743,0.97322
6109,0.3045
433,0.09618
6292,0.12637
8125,0.37281
4035,0.68221
2929,0.81164
8810,0.98357
4403,0.05583
3925,0.8613
1290,0.7971
3689,0.99118
6709,0.12199
8021,0.8741
6237,0.98625
1453,0.45033
7340,0.30778
6078,0.42609
2369,0.05755
1781,0.12742
3830,0.98717
7625,0.15427
8150,0.2116
1680,0.51578
7077,0.05978
3360,0.60541
7927,0.99837
244,0.09953
8107,0.94373
820,0.96218
5915,0.95875
924,0.28799
9207,0.58489
4077,0.98752
6052,0.76422
508,0.96255
8105,0.26694
4405,0.13971
7558,0.14415
6094,0.90542
484,0.98623
8927,0.30863
310,0.34917
8075,0.90313
1094,0.25669
3211,0.37794
1700,0.99298
4816,0.67294
9354,0.91661
8845,0.52228
7530,0.97576
1520,0.2174
1087,0.99041
5786,0.64621
6847,0.74562
999,0.58902
5308,0.76051
6569,0.81443
10200,0.13071
5868,0.83946
1757,0.13054
4625,0.97204
2955,0.97582
6187,0.94262
9931,0.74077
4883,0.69887
2488,0.98969
156,0.98612
2820,0.4978
1311,0.16516
1517,0.41243
3640,0.0861
5763,0.16824
6689,0.42978
1193,0.41262
8217,0.94488
10327,0.59749
5042,0.26215
6903,0.41805
2068,0.92231
7614,0.41943
8842,0.15095
2445,0.20783
10276,0.43129
4931,0.55501
6842,0.63779
5927,0.3314
6207,0.29941
4539,0.24726
8721,0.13567
3618,0.1501
2580,0.19376
5321,0.81009
3181,0.51157
4742,0.21137
3340,0.87174
8310,0.99649
3948,0.79365
2126,0.76692
10436,0.26109
9635,0.98466
9022,0.34617
8576,0.21438
2522,0.3156
7341,0.877
7377,0.97541
7636,0.35259
2536,0.96097
2706,0.95831
4814,0.23373
6032,0.23114
2630,0.73359
1857,0.27617
5412,0.9896
1957,0.04324
9805,0.25829
9256,0.60405
1055,0.78588
8439,0.28582
317,0.60529
6126,0.29301
9970,0.46053
6008,0.23674
2811,0.18154
10214,0.41424
10337,0.03464
6563,0.21466
5611,0.8853
6358,0.20843
8446,0.30695
974,0.49306
4839,0.36541
4806,0.9382
4597,0.30952
4649,0.35023
7744,0.99862
5826,0.31407
6118,0.19902
6785,0.34089
301,0.9948
3192,0.99761
9854,0.64231
9227,0.97675
4768,0.21346
2961,0.34271
4564,0.27766
2484,0.3817
1606,0.01238
2864,0.03937
2884,0.16501
2753,0.01207
4366,0.64014
2470,0.29488
6369,0.36009
2754,0.50603
2501,0.23843
8890,0.07806
2093,0.96554
4937,0.43457
2850,0.32052
3706,0.14701
6645,0.97911
5799,0.7877
4229,0.99992
4900,0.38082
7883,0.29367
4629,0.98833
6459,0.88013
10381,0.98743
220,0.91647
761,0.33854
4264,0.95881
6633,0.88047
1424,0.9809
7017,0.5052
6901,0.40816
7126,0.2367
881,0.6367
6382,0.83776
7502,0.43942
1911,0.9325
3076,0.32307
9281,0.16801
1534,0.77095
8378,0.1239
4717,0.85836
7012,0.99871
9028,0.53509
5407,0.36967
274,0.56508
9465,0.94249
5164,0.27815
937,0.48094
5264,0.98268
8051,0.43785
10304,0.3001
2403,0.28443
1697,0.99152
8142,0.06974
3734,0.04212
8487,0.08512
5123,0.99602
8726,0.16885
2336,0.82353
7376,0.07608
2793,0.34692
1998,0.17269
319,0.96697
6783,0.30966
6911,0.91262
3078,0.98614
3310,0.94811
4790,0.758
2712,0.55018
2968,0.9696
7777,0.91824
10442,0.62798
1654,0.34196
10438,0.64918
4509,0.17637
3963,0.34618
5043,0.18379
5421,0.99908
6465,0.20442
8034,0.96497
806,0.75656
1090,0.49581
1566,0.71472
10187,0.61373
2634,0.99646
569,0.87626
135,0.17948
3732,0.97056
6247,0.99667
10466,0.70265
8429,0.48306
6725,0.17587
6128,0.17773
8496,0.50433
2433,0.98063
5552,0.97711
7122,0.52883
376,0.2565
796,0.51599
6121,0.35046
8960,0.48091
5686,0.09404
2213,0.43122
6602,0.87251
3357,0.99233
1997,0.54503
691,0.25813
4370,0.83542
9660,0.99336
7189,0.25938
6660,0.44894
2074,0.96262
5375,0.98779
1816,0.01615
9802,0.96878
7654,0.9929
3784,0.87826
9604,0.94012
6397,0.82257
7125,0.81258
1460,0.76991
5718,0.64181
5452,0.92868
7064,0.7285
8272,0.98278
3620,0.9853
2772,0.50176
5150,0.29684
125,0.35961
1005,0.08284
616,0.72668
9056,0.13361
3972,0.01016
746,0.23657
10286,0.99675
723,0.82268
1283,0.54887
8009,0.93745
8509,0.32565
8220,0.56119
7393,0.98372
8499,0.06674
3789,0.20157
9658,0.64912
8171,0.29671
1985,0.64674
733,0.25894
6706,0.37823
6282,0.09882
7243,0.16046
3995,0.90746
4375,0.75211
1647,0.34635
9306,0.96582
9272,0.12307
9464,0.49679
5340,0.3983
5475,0.99995
4911,0.98218
9315,0.73341
811,0.36965
6395,0.76593
3229,0.17666
2250,0.72763
8433,0.83405
10428,0.2023
10461,0.55186
8408,0.93697
3945,0.97303
863,0.94584
4683,0.32546
1162,0.99934
9132,0.55758
1076,0.24512
7236,0.29783
3218,0.49246
6866,0.1734
4997,0.33045
9121,0.1701
8696,0.3408
3313,0.52389
1421,0.51157
80,0.51759
8163,0.48801
4583,0.92605
4053,0.04581
8693,0.20047
4139,0.26337
6976,0.31451
3549,0.40893
5534,0.08451
1638,0.89933
6375,0.88117
1008,0.58413
9120,0.99044
8071,0.67985
3266,0.98102
10482,1
5288,0.18534
6302,0.35294
2183,0.18556
9199,0.27063
5441,0.16614
4418,0.10864
7287,0.65515
1532,0.91832
2978,0.58616
1230,0.34356
6423,0.98555
9643,0.12831
5142,0.27964
9368,0.45639
6132,0.92092
9031,0.28358
4767,0.99504
844,0.25966
10296,0.23749
9045,0.67389
10469,0.13966
9223,0.27153
9340,0.20938
1226,0.29308
686,0.6594
4037,1
7620,0.23417
9322,0.94591
2943,0.17486
6549,0.25306
8124,0.2812
1803,0.96558
8025,0.1763
368,0.04507
3660,0.14565
4943,0.67697
9143,0.20013
958,0.91998
4272,0.44659
200,0.34189
7314,0.99245
7827,0.34876
252,0.29681
2242,0.84341
2804,0.20868
8802,0.18976
7645,0.98277
7228,0.98895
9200,0.09431
4738,0.99043
4513,0.97698
7999,0.09868
3938,0.45384
8127,0.9399
9265,0.14653
7353,0.97675
4772,0.67575
4461,0.26678
1335,0.34869
9018,0.87528
10460,0.9995
7956,0.23051
1238,0.08368
2552,0.92755
6517,0.67386
5925,0.92323
7413,0.21844
3728,0.18611
1103,0.98856
3704,0.86349
8413,0.99368
4533,0.98118
5449,0.84454
7306,0.29497
1401,0.99477
7365,0.9658
8363,0.18201
3656,0.60845
5683,0.96359
1940,0.37925
8674,0.34234
6745,0.76484
4431,0.9969
2263,0.99919
7506,0.98122
4059,0.99388
4588,0.27609
8692,0.99132
7258,0.97115
5448,0.9946
8865,0.17654
1119,0.07614
7642,0.96811
9981,0.95281
181,0.95808
7528,0.70878
9086,0.92454
4963,0.41345
5292,0.19338
1254,0.48293
2125,0.91051
5601,0.98129
2758,0.98539
1922,0.49847
5440,0.2846
3001,0.8985
4011,0.4163
8604,0.63978
2779,0.27479
1568,0.26079
10123,0.56182
9053,0.64961
8028,0.77887
82,0.51768
2845,0.97872
10221,0.77626
8598,0.52707
5011,0.9948
7401,0.37658
8687,0.61843
8767,0.99687
10046,0.48644
1920,0.55746
4364,0.96946
9395,0.30381
3602,0.4701
9038,0.38538
7786,0.15095
5106,0.74871
9337,0.09885
1575,0.07484
10291,0.7078
2965,0.99119
1478,0.17216
3625,0.11138
7329,0.99543
4116,0.76644
9136,0.15742
6870,0.99854
4073,0.9613
7863,0.68066
7437,0.36273
278,0.99906
1977,0.42591
8570,0.67378
6800,0.12011
8964,0.03488
7534,0.98109
6539,0.98685
645,0.56525
8223,0.37438
610,0.33613
1512,0.95943
8340,0.9051
4524,0.16615
7465,0.46803
6313,0.36234
1873,0.33004
1015,0.9637
444,0.10894
4967,0.74723
8988,0.83681
3199,0.55659
8020,0.99968
6103,0.1513
362,0.22687
7325,0.85051
5730,0.09102
10448,0.99688
1452,0.41098
6669,0.49325
7892,0.48296
7859,0.99664
5866,0.96313
2970,0.75038
9609,0.36009
893,0.56316
4176,0.47196
4280,0.10213
3970,0.472
4516,0.13527
7503,0.45318
7955,0.97729
9852,0.93706
8380,0.93368
9284,0.99561
10386,0.0662
4004,0.53809
5328,0.17768
9274,0.97432
4646,0.3777
396,0.98723
5513,0.45437
4117,0.31853
3751,0.10557
9767,0.50138
1071,0.67339
7812,0.91521
5059,0.15456
2667,0.34187
9304,0.04753
10385,0.30602
7930,0.32461
5225,0.24802
9839,0.1133
2831,0.20267
2387,0.18034
3433,0.91944
5101,0.66563
6357,0.98801
5476,0.36596
3807,0.9849
10232,0.15338
1508,0.59534
6993,0.87787
5505,0.36818
6009,0.37287
5301,0.86405
6766,0.03051
2248,0.6577
8572,0.27295
852,0.56707
7871,0.98752
6926,0.79978
10220,0.99369
9007,0.97067
6990,0.99134
2012,0.79191
5645,0.61659
9091,0.9387
3797,0.33502
7201,0.28379
672,0.96705
1257,0.98569
2010,0.08762
8222,0.93509
9636,0.39195
2746,0.82054
2919,0.97408
5231,0.11189
5625,0.18191
10254,0.76954
2651,0.35558
1740,0.99768
3212,0.53533
10502,0.30077
7139,0.19005
7210,0.49871
10049,0.86123
1621,0.19748
2301,0.42019
5798,0.90601
3812,0.91442
6190,0.81894
5503,0.28746
9972,0.07166
5646,0.13039
2003,0.99372
1069,0.4268
9656,0.97869
279,0.97991
4328,0.74045
7105,0.47517
1643,0.11055
3108,0.32126
3106,0.22639
1626,0.32703
9838,0.26508
6994,0.76878
3463,0.1685
781,0.65218
4337,0.40157
1639,0.26876
416,0.24071
7687,0.77368
9610,0.23581
2519,0.1842
10210,0.19668
8633,0.99186
1276,0.98729
4764,0.37973
7674,0.30271
6550,0.75733
3853,0.5962
341,0.07658
6258,0.21001
1884,0.79224
2855,0.13886
2196,0.27924
5326,0.64361
6380,0.14655
5580,0.3238
4563,0.32218
10414,0.75043
3226,0.88025
3175,0.90065
9457,0.28826
1705,0.01665
5910,0.18263
375,0.51401
10333,0.74029
3852,0.37339
1971,0.3344
8720,0.43006
1860,0.31427
10349,0.95847
4605,0.23417
7358,0.8847
8258,0.29468
5678,0.13873
694,0.93517
8482,0.46314
1924,0.46108
3716,0.97574
3282,0.31407
5746,0.0935
1518,0.10641
8741,0.06366
7630,0.23286
8276,0.16319
6939,0.46551
1435,0.59581
8157,0.38525
1041,0.48027
4478,0.75645
8307,0.14503
2094,0.97795
5916,0.82447
9848,0.98846
4803,0.49616
2147,0.13838
295,0.99539
861,0.01999
3822,0.48526
5609,0.99254
9450,0.25255
4122,0.05349
10558,0.28254
4285,0.32796
6184,0.97831
7295,0.2951
1926,0.99912
5026,0.19153
7952,0.98181
4194,0.06078
639,0.8151
2130,0.22076
3119,0.34372
3251,0.23824
